CWE,Alert ID,File,Line,EVICT Label,Confidence,Stage,Rationale
cwe491,EI_EXPOSE_REP2,juliet/testcases/CWE491_Object_Hijack/CWE491_Object_Hijack__basic_01_good1.java,30,FP,1.00,Calibrated,"The code explicitly defends against exposing internal mutable state in clone(): the clone() method creates a defensive copy of the mutable Date field by assigning objectGood1.setDate(new Date(theDate.getTime())). This prevents the internal Date reference from being leaked or aliased in the cloned object. Additionally, clone() is declared final, which is a typical mitigation against object hijack via subclass overriding. Given these defensive measures, the slice does not present a true vulnerability for exposing internal representation; it represents a fix rather than a vulnerability, so the alert is a false positive."
cwe491,RI_REDUNDANT_INTERFACES,juliet/testcases/CWE491_Object_Hijack/CWE491_Object_Hijack__basic_01_good1.java,15,FP,1.00,Calibrated,"The CWE-491 vulnerability (object hijack via clone()) is a concern when a Cloneable class exposes a non-final clone() that can be overridden by subclasses. In the provided good1 variant, clone() is declared final (protected final Object clone()), which prevents subclass hijacking. There is no taint source-to-sink flow indicated, and the data flow evidence points to the fix scenario rather than an exploitable path. Therefore, this slice does not represent a true vulnerability; it is a false positive."
cwe789,UC_USELESS_VOID_METHOD,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s01/CWE789_Uncontrolled_Mem_Alloc__connect_tcp_HashMap_03.java,144,TP,1.00,Calibrated,"The bad() path reads an integer from an outbound TCP connection (untrusted input) and uses that value directly as the initial size (initialCapacity) for a HashMap. There is no validation to bound or sanitize the value. If the remote input is large, this can trigger uncontrolled memory allocation, potentially leading to memory exhaustion or crash. The control flow is unconditional (if (5==5) is always true), so the vulnerable path is reachable. Therefore this constitutes a true positive for CWE-789 Uncontrolled Memory Allocation."
cwe789,UC_USELESS_VOID_METHOD,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s01/CWE789_Uncontrolled_Mem_Alloc__Environment_ArrayList_11.java,105,TP,1.00,Calibrated,"Source is untrusted input (environment variable ADD). Sink is ArrayList initial capacity constructed with that data: new ArrayList(data). There is a data flow from the untrusted source to a memory allocation sink without any bounds checking or validation. This matches the CWE-789 pattern (uncontrolled memory allocation). Although the allocated object isn’t used (which contributes to a separate SpotBugs warning about a useless allocation), the dataflow can still lead to memory issues (e.g., huge allocations or exceptions) if ADD provides a large or negative value. Therefore, this is a true vulnerability possibility (TP) rather than a false positive (FP)."
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s03/CWE789_Uncontrolled_Mem_Alloc__random_HashMap_05.java,51,TP,1.00,Calibrated,"The bad() path assigns data from a random source (potentially tainted) and then uses that value as the initial capacity when constructing a HashMap. This creates a plausible Uncontrolled Memory Allocation (CWE-789) vulnerability because the initial size could be extremely large (or negative), leading to memory exhaustion or runtime exceptions. Although the code includes dead-path branches (the else blocks are not taken given the constants privateTrue/privateFalse), there is a valid data flow from a tainted source to a memory-allocating sink on the taken path, which constitutes a true vulnerability in this variant. The reported 'Dead store' symptom is a separate static-analysis artifact and does not negate the underlying TP in the bad path."
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s02/CWE789_Uncontrolled_Mem_Alloc__max_value_HashMap_07.java,71,TP,1.00,Calibrated,"Analyzer claim: SpotBugs reports a dead store to a local variable (else branch), but the core issue is a potential vulnerability path where memory is allocated uncontrollably. Precondition: The code path where privateFive == 5 assigns data = Integer.MAX_VALUE and then uses data to initialize a HashMap (new HashMap(data)). Since privateFive is a constant 5, this path is reachable, leading to an initial capacity of Integer.MAX_VALUE for HashMap. Evidence check: The sink indeed constructs a HashMap with data as the initial size, which can cause excessive memory allocation. Despite the else branch being dead code (data = 0), the vulnerable path (data = Integer.MAX_VALUE) is reachable, producing an Uncontrolled Memory Allocation (CWE-789) scenario. Therefore, this is a true positive for the vulnerability (TP), while the reported 'dead store' is a separate code-quality artifact and does not negate the memory-allocation risk in the reachable path."
cwe789,UC_USELESS_VOID_METHOD,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s03/CWE789_Uncontrolled_Mem_Alloc__URLConnection_HashSet_01.java,122,ABSTAIN,1.00,Calibrated,Error calling openai: Unterminated string starting at: line 3 column 16 (char 37)
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s02/CWE789_Uncontrolled_Mem_Alloc__max_value_HashSet_66b.java,41,TP,1.00,Calibrated,"The code exhibits a tainted data flow from a bad source to a sink that uses the tainted value as the initial size for a HashSet. Specifically, if data originates from the BadSource (Integer.MAX_VALUE) and is passed to badSink, the HashSet constructor will attempt to allocate memory proportional to that value, potentially causing memory exhaustion or an OutOfMemoryError (CWE-789: Uncontrolled Memory Allocation). The evidence shows source and sink at the same file and line, with a data flow from the source to the sink. Although there is also a good path (goodG2B) using a safe value, it does not eliminate the TP vulnerability path. The reported ""Dead store"" in the alert appears not to contradict the actual sink usage in this slice. Therefore, this is a true positive. "
cwe789,UC_USELESS_VOID_METHOD,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s02/CWE789_Uncontrolled_Mem_Alloc__PropertiesFile_HashMap_03.java,115,TP,1.00,Calibrated,"The extracted evidence shows a tainted data flow: data is read from a properties file (external input), parsed to an int, and then used as the initial size in a HashMap constructor (new HashMap(data)). This is a classic uncontrolled memory allocation vulnerability (CWE-789) since an attacker could supply a large value to cause memory issues. The bad() path executes (5 == 5), establishing the taint path. Although the analyzer label mentions 'Useless non-empty void method', the underlying sink and data flow indicate a real vulnerability (TP), not a FP."
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s03/CWE789_Uncontrolled_Mem_Alloc__PropertiesFile_HashSet_10.java,90,TP,1.00,Calibrated,"The slice reads an integer value from a properties file (untrusted input) into data and uses it directly as the initial capacity in the HashSet constructor (new HashSet(data)). There is no validation or bounding of data, so a large or negative value can lead to uncontrolled memory allocation or an exception, which matches CWE-789 (Uncontrolled Mem Allocation). Although the alert label mentions a 'Dead store to local variable', the actual dataflow from source (properties) to sink (HashSet constructor) constitutes a valid vulnerability path in this code. Therefore the dataflow is a True Positive."
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s02/CWE789_Uncontrolled_Mem_Alloc__getCookies_Servlet_HashMap_52c.java,39,TP,1.00,Calibrated,"Reconstructed claim: SpotBugs reports a dead store, but the underlying data flow shows tainted input (from cookies) being used as the initial capacity in a HashMap constructor. Precondition: untrusted external input (getCookies servlet) is passed to a sink that allocates memory (new HashMap(data)) without validation. Evidence confirms the source and sink both at the same line in the 52c class and a data flow through multiple classes (variant 52). Although the HashMap object is not used after creation (dead store), the allocation itself uses tainted data, which can lead to uncontrolled memory allocation (CWE-789) if data is large. Therefore, this is a true vulnerability path (TP), and the dead-store label is a secondary defect rather than a security false positive. "
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s01/CWE789_Uncontrolled_Mem_Alloc__connect_tcp_HashSet_45.java,142,TP,1.00,Calibrated,"The code path reads an integer from an outbound TCP connection (untrusted source) and then uses that value directly as the initial capacity when constructing a HashSet (new HashSet(data)). There is no validation or bounds checking on the input before allocation. If data is large, this can lead to uncontrolled memory allocation (CWE-789). The data flow follows: source (socket read) -> dataBad -> badSink -> HashSet initialization with data. Although SpotBugs reports a dead-store at the same location, the actual data flow from untrusted input to the sink exists and constitutes a real vulnerability on the bad path (the good path uses a safe hardcoded value). Therefore, classify as TP (true positive)."
cwe789,UC_USELESS_VOID_METHOD,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s01/CWE789_Uncontrolled_Mem_Alloc__connect_tcp_HashSet_03.java,165,TP,1.00,Calibrated,"The code reads data from an outbound TCP connection (external input) and then uses that tainted value as the initial size in a HashSet constructor (HashSet intHashSet = new HashSet(data);). There is a direct data flow from the network input (source) to the memory-allocating sink without validation or bounds checks. This can lead to uncontrolled memory allocation or OOM if the attacker supplies a large value or an invalid negative value. The extracted evidence explicitly shows the source and sink on the same line, confirming a potential vulnerability. Therefore, this is a true positive."
cwe789,UC_USELESS_OBJECT,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s03/CWE789_Uncontrolled_Mem_Alloc__Property_HashSet_22a.java,75,TP,1.00,Calibrated,"The alert corresponds to CWE-789 Uncontrolled Memory Allocation. Evidence shows a data flow from an untrusted source (property read) into the HashSet constructor as its initial size. There is no validation of the data before allocation, so an attacker could cause excessive memory usage. Although the snippet shows the HashSet being created and not subsequently used (which can trigger a SpotBugs ‘useless object’ warning), the allocation itself is driven by potentially large untrusted input, representing a real vulnerability path. Therefore, this is a True Positive rather than a false positive."
cwe789,UC_USELESS_VOID_METHOD,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s02/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_08.java,125,TP,1.00,Calibrated,"The bad path reads an untrusted value from the HTTP query string (via getQueryString and manual parsing) and uses that value as the initial capacity when constructing a new ArrayList. There is no upper-bound validation on the input, so a large or malicious value can trigger uncontrolled memory allocation (CWE-789). The data flow is from the untrusted source to the sink (new ArrayList(data)) without proper validation, which constitutes a true vulnerability. The presence of good variants (using a safe hardcoded value) does not negate the vulnerability in the bad path. The label 'Useless non-empty void method' from SpotBugs is misleading in this context, but the underlying taint-to-sink path indicates a real TP.}"
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s02/CWE789_Uncontrolled_Mem_Alloc__getParameter_Servlet_HashMap_03.java,100,TP,1.00,Calibrated,"The code takes an untrusted HTTP parameter (request.getParameter(""name"")), parses it as an int, and then uses that value as the initial capacity in HashMap (new HashMap(data)). There is no validation of data, so a crafted parameter can specify a very large positive number, causing uncontrolled memory allocation and potential OOM/DoS. Although there are good-path variants (data = 2), there exists a reachable path where tainted data reaches the sink, indicating a true vulnerability (CWE-789). The reported 'Dead store' alert is a separate static-analysis artifact and does not negate the underlying risk in the tainted path."
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s03/CWE789_Uncontrolled_Mem_Alloc__URLConnection_HashSet_11.java,106,TP,1.00,Calibrated,"The code reads an integer from a URLConnection (external input) and then uses that value as the initial capacity when constructing a HashSet (HashSet data). There is no validation of the input before allocating memory for the HashSet. This is a classic Uncontrolled Memory Allocation (CWE-789) vulnerability: taint flows from the network source to the sink without proper bounds checking. The static report labels a 'dead store' on a local variable, which is a separate issue and does not negate the actual vulnerability path: data flows from the network input to the HashSet constructor. Potential issues include negative initial capacity (leading to exceptions) or very large capacities (leading to memory exhaustion)."
cwe789,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s02/CWE789_Uncontrolled_Mem_Alloc__max_value_HashMap_22a.java,71,TP,1.00,Calibrated,"The data comes from a source controlled by a public static flag (badPublicStatic) and is passed to a sink that constructs a HashMap using that value as the initial size. If the bad path yields Integer.MAX_VALUE, the HashMap constructor will attempt to allocate a huge internal table, likely causing memory exhaustion. This matches CWE-789 Uncontrolled Mem Allocation. The evidence points to a direct flow from the source to the sink on the same line, driven by a static variable, with no explicit path constraints, indicating a plausible vulnerability path. Therefore, true positive."
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s02/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_11.java,88,TP,1.00,Calibrated,"The code takes a value from the HTTP query string (via manual parsing of id from getQueryString) and uses it directly as the initial size when constructing a HashSet. This constitutes Uncontrolled Memory Allocation: an attacker could provide a large id value to cause excessive memory allocation or an OOM. While the alert calls it a 'Dead store to local variable', the extracted evidence shows a concrete data flow from user-controlled input to the HashSet constructor (source: query string; sink: HashSet(int)). The path is reachable in the bad variant (and gated by IO.staticReturnsTrue()), indicating a true vulnerability path. The dead-store label is likely a false positive or incidental in this context. Therefore, TP. "
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s01/CWE789_Uncontrolled_Mem_Alloc__File_HashSet_42.java,122,TP,1.00,Calibrated,"The code reads an int from an external file (untrusted input) in badSource and immediately uses that value as the initial capacity when constructing a HashSet in bad(). There is no validation or bounds enforcement on data, so a large (or negative) value could cause uncontrolled memory allocation or an exception, constituting a potential CWE-789 vulnerability. The data flow from the badSource to the sink (HashSet constructor) with no sanitization satisfies the preconditions for an Uncontrolled Memory Allocation vulnerability, hence TP."
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s01/CWE789_Uncontrolled_Mem_Alloc__console_readLine_HashSet_22a.java,62,TP,1.00,Calibrated,"The code path reads input from the console (an untrusted source) and uses that value as the initial capacity for a HashSet: new HashSet(data). Without validation, a malicious or oversized input can cause uncontrolled memory allocation, matching CWE-789. The bad path explicitly drives the source from console and then the sink allocates memory with that value. Although the Static Analysis report mentions a 'Dead store to local variable' and there are good variants using safe sources, the extracted slice demonstrates a valid vulnerability scenario (unvalidated user input leading to potentially unbounded memory allocation), so this is a True Positive (TP)."
cwe789,UC_USELESS_VOID_METHOD,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s02/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_68b.java,32,TP,1.00,Calibrated,"Reconstructed claim: The static analysis identifies a data flow where data originates from a potentially unsafe source (getQueryString_Servlet, via CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_68a.data) and is passed to a sink that allocates an ArrayList using that data as the initial size (new ArrayList(data)). This matches CWE-789: Uncontrolled Memory Allocation, where unvalidated external input drives memory allocation. Precondition enumeration: (1) Source: bad/source from query string parsing (without proper validation) per the Juliet test case description; (2) Data flow: data stored in a shared member (68a.data) and read in 68b via badSink/goodG2BSink; (3) Sink: ArrayList initial capacity chosen from data (potentially very large); (4) No validation or bounds checking before allocation; (5) Flow Variant 68 is explicitly described as data flowing from class a to class b. Evidence confirms the data is read from CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_68a.data and used to construct ArrayList, with a comment explicitly noting the risk of large memory usage. Given these preconditions are met, the scenario represents a real vulnerability (TP) in the bad path; the presence of a good path (goodG2B) does not negate the TP in the bad path. The alert label 'Useless non-empty void method' is not directly contradicted by the observed vulnerability in this slice, which indeed demonstrates a potential memory allocation risk when fed by untrusted input."
cwe789,DMI_RANDOM_USED_ONLY_ONCE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s03/CWE789_Uncontrolled_Mem_Alloc__random_HashSet_67a.java,36,ABSTAIN,1.00,Calibrated,Error calling openai: Invalid control character at: line 3 column 939 (char 960)
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s01/CWE789_Uncontrolled_Mem_Alloc__database_ArrayList_11.java,162,TP,1.00,Calibrated,"Reconstructed claim: SpotBugs flags a dead store, but the underlying vulnerability pattern is CWE-789 (Uncontrolled Memory Allocation) where tainted data from a database source is used directly as the initial size for a new ArrayList (sink). The extracted evidence shows a data flow from a database read (bad source) to ArrayList initial capacity (sink) without validation. Precondition checks: tainted input from DB (data parsed from ResultSet) flows into ArrayList(int initialCapacity). The code path in bad() indeed uses the potentially unbounded value to allocate memory. Although there is no explicit path constraint captured, the flow from source to sink exists and can lead to large (or negative) initial capacities, causing memory issues or exceptions. The dead-store alert appears incidental (static analysis noise) and does not eliminate the real vulnerability possibility. Therefore, this is best classified as a True Positive (TP)."
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s01/CWE789_Uncontrolled_Mem_Alloc__connect_tcp_ArrayList_11.java,142,FP,1.00,Calibrated,"The analyzer claims a dead store to a local variable. However, in this code path the variable data is used later to allocate an ArrayList (new ArrayList(data)), so the initial assignment data = Integer.MIN_VALUE is not guaranteed to be dead on all paths. If stringNumber is null or parsing fails, that initial value is used as the sink input. Therefore the initial store is not definitively dead. Moreover, while CWE-789 (uncontrolled memory allocation) is the described vulnerability class, the specific dead-store alert does not reliably indicate a true vulnerability in this slice; it is a false positive from the dead-store perspective."
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s02/CWE789_Uncontrolled_Mem_Alloc__max_value_HashMap_03.java,86,TP,1.00,Calibrated,"Reconstructing the analyzer claim: SpotBugs is reporting a 'Dead store to local variable'. However, the actual dataflow shows a true vulnerability path: a bad source sets data to Integer.MAX_VALUE and that value is used as the initial capacity for a HashMap (sink). There is no validation of data before passing it to the HashMap constructor, which can trigger uncontrolled memory allocation (CWE-789) when the HashMap tries to allocate an internal table with that enormous size (especially for Integer.MAX_VALUE). The evidence indicates source and sink at the same line, with data flowing into the HashMap initialization, aligning with a real vulnerability despite the misleading 'dead store' label. Therefore, this is a True Positive (TP)."
cwe789,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s01/CWE789_Uncontrolled_Mem_Alloc__connect_tcp_HashMap_22a.java,58,ABSTAIN,1.00,Calibrated,Error calling openai: Unterminated string starting at: line 3 column 16 (char 37)
cwe789,UC_USELESS_VOID_METHOD,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s03/CWE789_Uncontrolled_Mem_Alloc__URLConnection_HashMap_04.java,138,TP,1.00,Calibrated,"Reconstructed analyzer claim: SpotBugs flagged a seemingly useless void method, but the extracted slice clearly shows a CWE-789 pattern: data read from an untrusted URLConnection is parsed into an int and then used as the initial size to construct a HashMap. The data flows from source (URLConnection read) to sink (new HashMap(data)) without validation. Precondition check: Untrusted numeric input from a network source used to allocate memory (HashMap initial capacity). The evidence confirms the bad path is executed (PRIVATE_STATIC_FINAL_TRUE). This can lead to an uncontrolled memory allocation if data is large (or negative, which can trigger exceptions), satisfying the vulnerability pattern. Therefore, TP (true vulnerability) rather than FP. The “Useless non-empty void method” label is incidental to the alert type and does not negate the underlying memory-allocation risk. "
cwe789,MS_PKGPROTECT,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s01/CWE789_Uncontrolled_Mem_Alloc__connect_tcp_ArrayList_22a.java,45,TP,1.00,Calibrated,"The code implements CWE-789: Uncontrolled Memory Allocation. In the bad path, data is sourced from an external TCP connection (via badSource) and is directly used as the initial size for a new ArrayList without validation. If the external input is large, it can allocate excessive memory or trigger OOM. The sink explicitly creates ArrayList intArrayList = new ArrayList(data);, which uses the untrusted value as capacity. Although the control-flow uses static booleans to switch sources, the vulnerable path exists (bad() -> badSource() -> ArrayList with large size). The extracted evidence indicates a data flow from a TCP-based source to a memory allocation sink, satisfying the preconditions for a real vulnerability. The alert type in the metadata ('Field should be package protected') is a separate style/visibility concern and does not negate the underlying memory-allocation risk. Therefore, this is a true positive for an Uncontrolled Memory Allocation vulnerability."
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s01/CWE789_Uncontrolled_Mem_Alloc__database_ArrayList_08.java,155,TP,1.00,Calibrated,"Reconstructed analyzer claim: The alert describes a potential vulnerability where external input drives memory allocation (Uncontrolled Mem Alloc). The code path reads data from a database, parses it to an int, and then uses that value as the initial capacity for a new ArrayList. This constitutes a data flow from an external source (database) to a memory allocation sink (new ArrayList(data)) without validation. Evidence checks: - Source Location and Sink Location both point to the same line that initializes the ArrayList with data. - The bad() flow reads from the database, parses an int, and immediately uses it as the initial size for ArrayList. - There is no prior sanity check or bounds enforcement on data before constructing the ArrayList. Given external input can be large or malicious, this can lead to uncontrolled memory allocation, fitting CWE-789. Although the static analyzer mentions a dead store (data initialized to Integer.MIN_VALUE and potentially overwritten), the actual path used in bad() demonstrates a valid vulnerability vector. Therefore, this is a True Positive (TP)."
cwe789,DLS_DEAD_LOCAL_STORE,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s02/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashMap_03.java,65,TP,1.00,Calibrated,"Source is untrusted input from the HTTP query string (parsing id parameter). The value is then used directly as the initial capacity in HashMap data structure (HashMap intHashMap = new HashMap(data);). Without validation or bounds checking, a large or malicious value can cause excessive memory allocation, constituting CWE-789 Uncontrolled Mem Allocation. The bad() path executes this flow (5 == 5 path), while good() paths use a safe hardcoded value, but the detected path is a real vulnerability in the unsafe path. Evidence aligns with source-to-sink data flow from query string to HashMap initialization."
cwe789,UC_USELESS_VOID_METHOD,juliet/testcases/CWE789_Uncontrolled_Mem_Alloc/s02/CWE789_Uncontrolled_Mem_Alloc__listen_tcp_HashSet_16.java,148,TP,1.00,Calibrated,"Analyzer claim: CWE-789 Uncontrolled Mem Allocation via using external input as HashSet initial size (unvalidated). The code reads an integer from a TCP connection (untrusted source) and uses it directly as the initial capacity in new HashSet(data) without validation. This creates a data flow from the tainted source to the sink with potential for excessive memory allocation (or an exception if negative). Evidence confirms the source location (socket read and parse into data) and the sink location (HashSet construction with data). Preconditions are satisfied: untrusted input → used as HashSet initial size → no proper validation. Therefore, TP (true positive) for uncontrolled memory allocation vulnerability."
