Project,Alert ID,File,Line,Ground Truth,EVICT Prediction,Confidence,Rationale
DSpace__DSpace_CVE-2022-31195_5.10,java/unvalidated-url-redirection,dspace-xmlui/src/main/java/org/dspace/app/xmlui/aspect/eperson/LoginRedirect.java,84,FP,TP,1.00,Untrusted URL depends on user-provided value with no explicit path constraints and missing constrain...
DSpace__DSpace_CVE-2022-31195_5.10,java/unvalidated-url-redirection,dspace-xmlui/src/main/java/org/dspace/app/xmlui/cocoon/DSpaceCocoonServletFilter.java,258,FP,FP,1.00,"Untrusted URL redirection depends on a user-provided value, but no explicit path constraints or miss..."
DSpace__DSpace_CVE-2022-31195_5.10,java/unvalidated-url-redirection,dspace-xmlui/src/main/java/org/dspace/app/xmlui/cocoon/DSpaceCocoonServletFilter.java,270,FP,ABSTAIN,1.00,"Code slice is unreadable, no further analysis possible...."
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-api/src/main/java/org/dspace/rdf/negotiation/Negotiator.java,277,FP,TP,1.00,User-provided values dependency in headers with no explicit path constraints and missing constraints...
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-api/src/main/java/org/dspace/rdf/negotiation/Negotiator.java,307,FP,TP,1.00,"User-provided values are used in a header, leading to potential response splitting. Data flow traces..."
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/ItemExportArchiveServlet.java,96,FP,FP,1.00,No explicit path constraints to confirm data flow; code slice unreadable for further analysis....
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/MetadataExportServlet.java,92,FP,TP,1.00,User-provided value being used in response splitting; data flow traces indicate potential data flow ...
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/MyDSpaceServlet.java,727,FP,TP,1.00,"User-provided value influenced response at sink, indicating potential response splitting vulnerabili..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/checker/CheckerCommand.java,197,FP,FP,1.00,"The alert indicates MD5 usage, but no explicit path constraints or partial flow constraints suggest ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/core/Utils.java,129,FP,TP,1.00,"MD5 is identified as weak and should not be used. Code location matches the alert, and no path const..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/eperson/PasswordHash.java,260,FP,TP,1.00,"MD5 is identified as weak cryptographic algorithm, suggesting a real vulnerability...."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/storage/bitstore/BitstreamStorageManager.java,309,FP,FP,1.00,"Although MD5 is weak, the evidence suggests no path constraints, indicating the flow may not be a di..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/storage/bitstore/BitstreamStorageManager.java,414,FP,TP,1.00,"MD5 is known to be cryptographically weak. The source and sink locations match, and data flow traces..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/storage/bitstore/BitstreamStorageManager.java,457,FP,TP,1.00,MD5 is known to be insecure and its use is flagged as a vulnerability. The data flow trace matches t...
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-sword/src/main/java/org/purl/sword/base/ChecksumUtils.java,63,FP,TP,1.00,"MD5 identified as weak cryptographic algorithm, indicating potential security vulnerability...."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-sword/src/main/java/org/purl/sword/base/ChecksumUtils.java,123,FP,TP,1.00,"MD5 is identified as weak, indicating a potential security vulnerability. Code slice is relevant tho..."
DSpace__DSpace_CVE-2022-31195_5.10,java/ssrf,dspace-sword/src/main/java/org/purl/sword/client/Client.java,255,FP,TP,1.00,User-provided data flows to sink with no path constraints and missing constraints....
DSpace__DSpace_CVE-2022-31195_5.10,java/tainted-format-string,dspace-api/src/main/java/org/dspace/content/LicenseUtils.java,89,FP,ABSTAIN,1.00,"Source file could not be read, making analysis incomplete...."
DSpace__DSpace_CVE-2022-31195_5.10,java/regex-injection,dspace-jspui/src/main/java/org/dspace/app/webui/handle/HandleJSONResolver.java,36,FP,TP,1.00,"User input is traced to a sink without proper constraints, indicating potential for injection attack..."
DSpace__DSpace_CVE-2022-31195_5.10,java/polynomial-redos,dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java,2071,FP,FP,1.00,"The alert indicates potential performance issues with regular expressions, not a security vulnerabil..."
DSpace__DSpace_CVE-2022-31195_5.10,java/polynomial-redos,dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java,2089,FP,ABSTAIN,1.00,"Code slice missing and no explicit path constraints, making a reliable analysis impossible...."
DSpace__DSpace_CVE-2022-31195_5.10,java/polynomial-redos,dspace-jspui/src/main/java/org/dspace/app/webui/discovery/DiscoverUtility.java,437,FP,ABSTAIN,1.00,"Code slice is unreadable, making any analysis impossible...."
DSpace__DSpace_CVE-2022-31195_5.10,java/zipslip,dspace-api/src/main/java/org/dspace/app/itemimport/ItemImport.java,2078,TP,FP,1.00,The alert indicates an unsanitized archive entry but lacks explicit path constraints. The source and...
DSpace__DSpace_CVE-2022-31195_5.10,java/zipslip,dspace-api/src/main/java/org/dspace/app/itemimport/ItemImport.java,2065,TP,TP,1.00,"Unsanitized archive entry usage with potential for directory traversal, supported by multiple data f..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemexport/ItemExport.java,1151,FP,ABSTAIN,1.00,Code slice is inaccessible and no explicit path constraints were extracted....
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemexport/ItemExport.java,1155,FP,ABSTAIN,1.00,"Code slice is unreadable, preconditions and dataflow analysis cannot be performed...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemexport/ItemExport.java,1174,FP,FP,1.00,"No explicit path constraints, but data flow traces indicate no potential for data exfiltration or un..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemexport/ItemExport.java,1193,FP,ABSTAIN,1.00,"Code slice for analysis is unreadable, making educated guess impossible...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemimport/ItemImport.java,1003,FP,FP,1.00,No explicit path constraints; data flow not fully analyzed due to unreadable source file....
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemimport/ItemImport.java,2443,FP,ABSTAIN,1.00,"Code slice is unreadable, making any analysis impossible...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/core/ConfigurationManager.java,529,FP,TP,1.00,Dataflow between user-provided values and configuration management suggests potential for unauthoriz...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/core/ConfigurationManager.java,541,FP,TP,1.00,"User-provided values influence data flow to a configuration manager, indicating potential vulnerabil..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/core/NewsManager.java,58,FP,ABSTAIN,1.00,"Code slice is empty, making any analysis impossible...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/core/NewsManager.java,102,FP,ABSTAIN,1.00,"Code slice is empty, unable to assess dataflow relevance...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/MyDSpaceServlet.java,717,FP,ABSTAIN,1.00,"Code slice is unreadable, no explicit path constraints, and missing flow constraints...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/MyDSpaceServlet.java,730,FP,ABSTAIN,1.00,"Code slice is unreadable, unable to determine if it's relevant or not...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SitemapServlet.java,82,FP,TP,1.00,"User input to sink with no explicit path constraints indicates a potential vulnerability, though spe..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SitemapServlet.java,111,FP,ABSTAIN,1.00,"Code slice is unreadable, no explicit path constraints, and constraints missing, making it impossibl..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,284,FP,ABSTAIN,1.00,"Source code slice could not be read, making analysis impossible...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1590,FP,ABSTAIN,1.00,"Code slice is unreadable, cannot determine TP/FP...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1599,FP,ABSTAIN,1.00,"Source file could not be read, no path constraints extracted, and code slice is empty...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1706,FP,ABSTAIN,1.00,"Unable to access source code, preconditions and constraints cannot be evaluated...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1711,FP,ABSTAIN,1.00,"Code slice could not be read, making analysis impossible...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1712,FP,ABSTAIN,1.00,Code slice not available for analysis....
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-sword/src/main/java/org/dspace/sword/DepositManager.java,267,FP,TP,1.00,"Alert indicates data flow between user-provided input and a critical sink with missing constraints, ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-sword/src/main/java/org/dspace/sword/DepositManager.java,268,FP,ABSTAIN,1.00,"Code slice for 'DepositManager.java' is unreadable, making analysis impossible...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-sword/src/main/java/org/dspace/sword/DepositManager.java,271,FP,FP,1.00,"Irrelevant code slice prevents full analysis, evidence indicates potential for false positive due to..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-sword/src/main/java/org/dspace/sword/DepositManager.java,277,FP,ABSTAIN,1.00,"Code slice for DepositManager.java is unreadable, making it impossible to determine if dataflow is p..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/app/sherpa/SHERPAResponse.java,55,FP,TP,1.00,"User-input XML parsing without external entity protection can lead to XXE attacks, aligns with CodeQ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/authority/orcid/xml/Converter.java,39,FP,TP,1.00,XML parsing that depends on user-provided input without securing against external entity expansion i...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/content/authority/LCNameAuthority.java,180,FP,ABSTAIN,1.00,"Source file could not be read, no path constraints, and insufficient evidence to determine if vulner..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/content/authority/SHERPARoMEOProtocol.java,116,FP,TP,1.00,"XML parsing depends on user input without guarding against external entity expansion, indicating pot..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/content/packager/METSManifest.java,708,FP,TP,1.00,"XML parsing depends on user input without external entity expansion protection, indicating a potenti..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/ctask/general/MetadataWebService.java,272,FP,FP,1.00,"No explicit path constraints and flow partial indicates missing information, suggesting a potential ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/license/CCLookup.java,196,FP,TP,1.00,The alert indicates XML parsing depends on user-provided value without safeguarding against external...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/license/CCLookup.java,306,FP,TP,1.00,XML parsing with user input can lead to external entity expansion if not guarded. The dataflow betwe...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/license/CCLookup.java,354,FP,TP,1.00,"User-provided value leads to XML parsing without external entity expansion protection, indicating po..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/ArXivService.java,130,FP,TP,1.00,"XML parsing depends on a user-provided value without guarding against external entity expansion, ind..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/CiNiiService.java,112,FP,FP,1.00,"No explicit path constraints extracted; thus, the analyzer's claim that a vulnerability exists is no..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/CiNiiService.java,192,FP,TP,1.00,The alert indicates XML parsing is user-input dependent without proper guarding against external ent...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/CrossRefService.java,117,FP,TP,1.00,"User-provided XML value used without protection against external entity expansion, indicating potent..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/PubmedService.java,140,FP,TP,1.00,The alert indicates XML parsing that rely on user input without protection against external entity e...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/PubmedService.java,259,FP,TP,1.00,"XML parsing takes user input without protection against external entity expansion, a known vulnerabi..."
DSpace__DSpace_CVE-2022-31195_5.10,java/tainted-numeric-cast,dspace-xmlui/src/main/java/org/dspace/app/xmlui/cocoon/servlet/multipart/DSpaceTokenStream.java,133,FP,TP,1.00,"User-provided value cast to narrower type could lead to truncation, indicating potential vulnerabili..."
DSpace__DSpace_CVE-2022-31195_5.10,java/tainted-numeric-cast,dspace-xmlui/src/main/java/org/dspace/app/xmlui/cocoon/servlet/multipart/DSpaceTokenStream.java,148,FP,TP,1.00,"The code analysis identifies a potential truncation due to casting, which could be exploited if the ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xml/xpath-injection,dspace-api/src/main/java/org/dspace/content/authority/DSpaceControlledVocabulary.java,168,FP,ABSTAIN,1.00,"Code slice is unreadable and no explicit path constraints extracted, making it impossible to assess ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/maven/non-https-url,dspace/modules/xmlui-mirage2/pom.xml,331,FP,TP,1.00,"Insecure protocol identified in data flow from pom.xml without path constraints, matching alert desc..."
DSpace__DSpace_CVE-2022-31195_5.10,java/maven/non-https-url,pom.xml,1632,FP,ABSTAIN,1.00,"Source file pom.xml could not be read, hence unable to assess the dataflow...."
vert-x3__vertx-web_CVE-2019-17640_3.9.3,java/weak-cryptographic-algorithm,vertx-web/src/main/java/io/vertx/ext/web/handler/impl/DigestAuthHandlerImpl.java,58,FP,TP,1.00,"MD5 is identified as a weak cryptographic algorithm. The source and sink are aligned, and there are ..."
vert-x3__vertx-web_CVE-2019-17640_3.9.3,java/weak-cryptographic-algorithm,vertx-web/src/main/java/io/vertx/ext/web/handler/sockjs/impl/SockJSHandlerImpl.java,247,FP,TP,1.00,MD5 is known to be cryptographically weak. The alert indicates use of MD5 in the code at the provide...
vert-x3__vertx-web_CVE-2019-17640_3.9.3,java/redos,vertx-web-api-contract/src/main/java/io/vertx/ext/web/api/validation/impl/RegularExpressions.java,8,FP,TP,1.00,Exponential backtracking vulnerability confirmed by data flow trace and lack of path constraints....
apache__mina-sshd_CVE-2023-35887_2.9.2,java/weak-cryptographic-algorithm,sshd-common/src/main/java/org/apache/sshd/common/cipher/BaseCipher.java,107,FP,TP,1.00,Weak cryptographic algorithm [ARCFOUR] detected in critical location with data flow indicating poten...
apache__mina-sshd_CVE-2023-35887_2.9.2,java/weak-cryptographic-algorithm,sshd-common/src/main/java/org/apache/sshd/common/cipher/BaseRC4Cipher.java,47,FP,TP,1.00,"The description directly references a known weak cryptographic algorithm [ARCFOUR], indicating a sec..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/weak-cryptographic-algorithm,sshd-contrib/src/main/java/org/apache/sshd/contrib/common/signature/LegacyDSASigner.java,61,FP,TP,1.00,"LegacySHA1withDSA is known to be weak and is used where it's flagged, indicating a potential vulnera..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,196,FP,ABSTAIN,1.00,"Code slice is unreadable, making any analysis impossible...."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,197,FP,ABSTAIN,1.00,"Program slice is unreadable, making any analysis impossible...."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,198,FP,ABSTAIN,1.00,Code slice read error prevents analysis....
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,199,FP,TP,1.00,"Implicit cast from long to int could lead to data loss, a common source of buffer overflow vulnerabi..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,200,FP,ABSTAIN,1.00,"Source file unreadable, no valuable evidence to determine TP or FP...."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/test/java/org/apache/sshd/common/cipher/BaseAuthenticatedCipherTest.java,58,FP,FP,1.00,"The alert indicates an implicit cast from int to byte which could lead to overflow, but no explicit ..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-core/src/main/java/org/apache/sshd/common/channel/ChannelOutputStream.java,194,FP,ABSTAIN,1.00,"Source file could not be read, making analysis impossible...."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-core/src/main/java/org/apache/sshd/common/channel/ChannelOutputStream.java,195,FP,ABSTAIN,1.00,Cannot reconstruct claim without source file content....
dromara__hutool_CVE-2018-17297_4.1.11,java/unsafe-hostname-verification,hutool-http/src/main/java/cn/hutool/http/HttpConnection.java,578,FP,TP,1.00,Always accepting any certificate regardless of hostname is a security vulnerability....
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-core/src/main/java/cn/hutool/core/lang/UUID.java,116,FP,ABSTAIN,1.00,"Source file could not be read, preventing reconstruction of the analyzer claim and preconditions...."
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/SecureUtil.java,93,FP,TP,1.00,"Multiple cryptographic algorithms identified as weak are exposed in the codebase, indicating a poten..."
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/SecureUtil.java,122,FP,TP,1.00,"DES is known to be weak. The alert identifies its use, with data flow from DES to SecureUtil where s..."
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/SecureUtil.java,187,FP,TP,1.00,"DES is known to be weak. The source and sink locations indicate data flow between code using DES, su..."
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/digest/Digester.java,53,FP,TP,1.00,"MD5 is identified as weak cryptographic algorithm in use at specified locations, indicating a real v..."
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/digest/HMac.java,70,FP,TP,1.00,The alert identifies weak cryptographic algorithms HmacMD5 and HmacSHA1. The code paths trace from t...
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/symmetric/SymmetricCrypto.java,133,FP,TP,1.00,"The alert identifies DES, a known weak cryptographic algorithm, in use. The data flow traces indicat..."
dromara__hutool_CVE-2018-17297_4.1.11,java/insecure-cookie,hutool-extra/src/main/java/cn/hutool/extra/servlet/ServletUtil.java,376,FP,ABSTAIN,1.00,"Source file cannot be read, making analysis impossible...."
dromara__hutool_CVE-2018-17297_4.1.11,java/insecure-cookie,hutool-extra/src/main/java/cn/hutool/extra/servlet/ServletUtil.java,387,FP,TP,1.00,"Alert describes adding a cookie without 'secure' flag, indicating a potential security issue. No exp..."
dromara__hutool_CVE-2018-17297_4.1.11,java/insecure-trustmanager,hutool-http/src/main/java/cn/hutool/http/ssl/SSLSocketFactoryBuilder.java,110,FP,TP,1.00,"TrustManager trusts any certificate without validation, indicating potential man-in-the-middle vulne..."
dromara__hutool_CVE-2018-17297_4.1.11,java/zipslip,hutool-core/src/main/java/cn/hutool/core/util/ZipUtil.java,389,TP,TP,1.00,Unsanitized archive entry used in file system operation indicates potential for path traversal attac...
dromara__hutool_CVE-2018-17297_4.1.11,java/path-injection,hutool-core/src/main/java/cn/hutool/core/convert/impl/PathConverter.java,33,FP,TP,1.00,"User-provided values are passed through multiple components without explicit constraints, indicating..."
dromara__hutool_CVE-2018-17297_4.1.11,java/xss,hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,173,FP,ABSTAIN,1.00,"Source code slice missing, making analysis impossible...."
dromara__hutool_CVE-2018-17297_4.1.11,java/implicit-cast-in-compound-assignment,hutool-core/src/main/java/cn/hutool/core/date/DateUtil.java,1471,FP,ABSTAIN,1.00,"Code slice inaccessible, cannot analyze for TP or FP...."
apache__sling-org-apache-sling-servlets-resolver_CVE-2024-23673_2.10.0,java/xss,src/main/java/org/apache/sling/servlets/resolver/internal/console/WebConsolePlugin.java,138,FP,TP,1.00,Cross-site scripting vulnerability identified with user-provided data flow to sink. Source and sink ...
codehaus-plexus__plexus-archiver_CVE-2018-1002200_3.5,java/concatenated-command-line,src/test/java/org/codehaus/plexus/archiver/tar/TarFileAttributesTest.java,99,FP,ABSTAIN,1.00,"Source file unreadable, cannot perform analysis...."
codehaus-plexus__plexus-archiver_CVE-2018-1002200_3.5,java/concatenated-command-line,src/test/java/org/codehaus/plexus/archiver/tar/TarFileAttributesTest.java,173,FP,FP,1.00,String concatenation alone is not a vulnerability. Data flow and constraints missing indicate it may...
codehaus-plexus__plexus-archiver_CVE-2018-1002200_3.5,java/concatenated-command-line,src/test/java/org/codehaus/plexus/archiver/tar/TarFileAttributesTest.java,242,FP,ABSTAIN,1.00,Source file could not be read; insufficient data to evaluate....
codehaus-plexus__plexus-archiver_CVE-2018-1002200_3.5,java/concatenated-command-line,src/test/java/org/codehaus/plexus/archiver/tar/TarFileAttributesTest.java,308,FP,ABSTAIN,1.00,Cannot make a decision due to missing source file content and no explicit path constraints....
jeremylong__DependencyCheck_CVE-2018-12036_3.1.2,java/weak-cryptographic-algorithm,utils/src/main/java/org/owasp/dependencycheck/utils/Checksum.java,69,FP,TP,1.00,Weak cryptographic algorithms like MD5 and SHA1 are known vulnerabilities. The dataflow matches sink...
