Project,Alert ID,File,Line,Ground Truth,EVICT Prediction,Confidence,Rationale
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-api/src/main/java/org/dspace/rdf/negotiation/Negotiator.java,277,FP,ABSTAIN,1.00,"The program slice for Negotiator.java could not be read, making it impossible to fully evaluate the ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-api/src/main/java/org/dspace/rdf/negotiation/Negotiator.java,307,FP,ABSTAIN,1.00,"The program slice is completely empty for the relevant file, making it impossible to verify the data..."
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/ItemExportArchiveServlet.java,96,FP,ABSTAIN,1.00,"The program slice is completely empty and irrelevant to the alert, making it impossible to make an e..."
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/MetadataExportServlet.java,92,FP,ABSTAIN,1.00,"The program slice is unavailable, making it impossible to verify the data flow and reconstruct the a..."
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/MyDSpaceServlet.java,727,FP,ABSTAIN,1.00,"The program slice could not be read, making it impossible to verify the data flow and determine if t..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/checker/CheckerCommand.java,197,FP,TP,1.00,"The alert indicates the use of MD5, a weak cryptographic algorithm, which is flagged at multiple loc..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/core/Utils.java,129,FP,ABSTAIN,1.00,"The program slice is completely empty and irrelevant to the alert, making it impossible to determine..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/eperson/PasswordHash.java,260,FP,ABSTAIN,1.00,"The code slice is empty, making it impossible to verify the use of MD5 or any related vulnerabilitie..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/storage/bitstore/BitstreamStorageManager.java,309,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to determine if the MD5 usage is a true vul..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/storage/bitstore/BitstreamStorageManager.java,414,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to determine if the MD5 usage is part of a ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/storage/bitstore/BitstreamStorageManager.java,457,FP,ABSTAIN,1.00,"The program slice is empty, making it impossible to evaluate the specific usage of MD5 in the contex..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-sword/src/main/java/org/purl/sword/base/ChecksumUtils.java,63,FP,TP,1.00,CodeQL alert mentions MD5 as a weak cryptographic algorithm. Given the source and sink location poin...
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-sword/src/main/java/org/purl/sword/base/ChecksumUtils.java,123,FP,ABSTAIN,1.00,"The program slice is completely empty, making it impossible to determine if the code at the given lo..."
DSpace__DSpace_CVE-2022-31195_5.10,java/ssrf,dspace-sword/src/main/java/org/purl/sword/client/Client.java,255,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to verify the data flow and preconditions n..."
DSpace__DSpace_CVE-2022-31195_5.10,java/tainted-format-string,dspace-api/src/main/java/org/dspace/content/LicenseUtils.java,89,FP,ABSTAIN,1.00,"The program slice for the sink location is completely empty, making it impossible to verify the data..."
DSpace__DSpace_CVE-2022-31195_5.10,java/regex-injection,dspace-jspui/src/main/java/org/dspace/app/webui/handle/HandleJSONResolver.java,36,FP,ABSTAIN,1.00,"The program slice for the relevant source file (HandleJSONResolver.java) could not be read, making i..."
DSpace__DSpace_CVE-2022-31195_5.10,java/polynomial-redos,dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java,2071,FP,TP,1.00,The alert describes a potential regex DoS (Denial of Service) vulnerability where user-provided inpu...
DSpace__DSpace_CVE-2022-31195_5.10,java/polynomial-redos,dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java,2089,FP,TP,1.00,The alert indicates a potential ReDoS (Regular Expression Denial of Service) vulnerability due to a ...
DSpace__DSpace_CVE-2022-31195_5.10,java/polynomial-redos,dspace-jspui/src/main/java/org/dspace/app/webui/discovery/DiscoverUtility.java,437,FP,TP,1.00,The alert identifies potential ReDoS (Regular Expression Denial of Service) vulnerabilities due to u...
DSpace__DSpace_CVE-2022-31195_5.10,java/zipslip,dspace-api/src/main/java/org/dspace/app/itemimport/ItemImport.java,2078,TP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to determine if the alert is a True Positiv..."
DSpace__DSpace_CVE-2022-31195_5.10,java/zipslip,dspace-api/src/main/java/org/dspace/app/itemimport/ItemImport.java,2065,TP,TP,1.00,"The alert indicates unsanitized archive entries used in file system operations, which may contain '...."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemexport/ItemExport.java,1151,FP,ABSTAIN,1.00,"The code slice for the sink location is missing, making it impossible to evaluate the flow of data a..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemexport/ItemExport.java,1155,FP,ABSTAIN,1.00,"The code slice is completely empty for the sink location, making it impossible to determine if the d..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemexport/ItemExport.java,1174,FP,ABSTAIN,1.00,"The program slice for the sink location is missing, making it impossible to determine the exact data..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemexport/ItemExport.java,1193,FP,ABSTAIN,1.00,"Program slice is completely empty for the sink location, making it impossible to determine if the da..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemimport/ItemImport.java,1003,FP,ABSTAIN,1.00,"The code slice for the sink location is completely empty, making it impossible to evaluate the data ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemimport/ItemImport.java,2443,FP,ABSTAIN,1.00,"The code slice for the sink location is completely empty, making it impossible to determine the data..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/core/ConfigurationManager.java,529,FP,ABSTAIN,1.00,"The code slice for the sink location in ConfigurationManager.java is missing, making it impossible t..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/core/ConfigurationManager.java,541,FP,ABSTAIN,1.00,"The source file for ConfigurationManager.java could not be read, making it impossible to fully evalu..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/core/NewsManager.java,58,FP,ABSTAIN,1.00,"The provided code slice for the sink location is missing, making it impossible to determine if there..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/core/NewsManager.java,102,FP,ABSTAIN,1.00,"The program slice for the sink location is missing, making it impossible to determine if the user-pr..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/MyDSpaceServlet.java,717,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to evaluate the data flow and determine if ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/MyDSpaceServlet.java,730,FP,ABSTAIN,1.00,"The program slice is completely empty, making it impossible to evaluate the data flow and determine ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SitemapServlet.java,82,FP,ABSTAIN,1.00,"The program slice is completely empty and irrelevant to the alert, making it impossible to make an e..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SitemapServlet.java,111,FP,ABSTAIN,1.00,"The program slice is completely empty, making it impossible to determine if the data flow constitute..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,284,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to determine if the data flow represents a ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1590,FP,ABSTAIN,1.00,"The program slice could not be read, making it impossible to evaluate the data flow and determine if..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1599,FP,ABSTAIN,1.00,"The program slice is completely empty, making it impossible to evaluate the alert without the actual..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1706,FP,ABSTAIN,1.00,"The source code slice provided is empty, making it impossible to evaluate the data flow and determin..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1711,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to reconstruct the analyzer claim or check ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1712,FP,ABSTAIN,1.00,"The program slice is completely empty, making it impossible to evaluate the data flow and determine ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-sword/src/main/java/org/dspace/sword/DepositManager.java,267,FP,ABSTAIN,1.00,"The program slice for the sink location is missing, making it impossible to determine if the user-pr..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-sword/src/main/java/org/dspace/sword/DepositManager.java,268,FP,ABSTAIN,1.00,"The program slice for the sink location is completely empty, making it impossible to determine if th..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-sword/src/main/java/org/dspace/sword/DepositManager.java,271,FP,FP,1.00,"The alert indicates a potential vulnerability based on user-provided input, but the data flow traces..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-sword/src/main/java/org/dspace/sword/DepositManager.java,277,FP,ABSTAIN,1.00,"The program slice for DepositManager.java is not available, making it impossible to conclusively det..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/app/sherpa/SHERPAResponse.java,55,FP,TP,1.00,The alert indicates XML parsing with a user-provided value without guarding against external entity ...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/authority/orcid/xml/Converter.java,39,FP,TP,1.00,The alert indicates XML parsing uses a user-provided value without guarding against external entity ...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/content/authority/LCNameAuthority.java,180,FP,TP,1.00,The alert indicates XML parsing depends on a user-provided value without guarding against external e...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/content/authority/SHERPARoMEOProtocol.java,116,FP,ABSTAIN,1.00,"The program slice is empty, making it impossible to verify the presence of the vulnerability or conf..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/content/packager/METSManifest.java,708,FP,TP,1.00,The alert indicates XML parsing depends on a user-provided value without guarding against external e...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/ctask/general/MetadataWebService.java,272,FP,TP,1.00,The alert indicates XML parsing with user-provided values without guarding against external entity e...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/license/CCLookup.java,196,FP,TP,1.00,The alert indicates XML parsing using a user-provided value without guarding against external entity...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/license/CCLookup.java,306,FP,TP,1.00,The alert indicates XML parsing using a user-provided value without guarding against external entity...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/license/CCLookup.java,354,FP,TP,1.00,CodeQL alert indicates XML parsing with user-provided value without guarding against external entity...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/ArXivService.java,130,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to determine if the XML parsing is vulnerab..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/CiNiiService.java,112,FP,TP,1.00,The alert indicates XML parsing with a user-provided value without guarding against external entity ...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/CiNiiService.java,192,FP,TP,1.00,The alert indicates XML parsing using a user-provided value without guarding against external entity...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/CrossRefService.java,117,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to educatedly determine if the alert is a T..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/PubmedService.java,140,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to determine if the alert is a true or fals..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/PubmedService.java,259,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to verify the presence of a vulnerability b..."
DSpace__DSpace_CVE-2022-31195_5.10,java/tainted-numeric-cast,dspace-xmlui/src/main/java/org/dspace/app/xmlui/cocoon/servlet/multipart/DSpaceTokenStream.java,133,FP,ABSTAIN,1.00,"The program slice is completely empty, making it impossible to evaluate the specific cast operation ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/tainted-numeric-cast,dspace-xmlui/src/main/java/org/dspace/app/xmlui/cocoon/servlet/multipart/DSpaceTokenStream.java,148,FP,ABSTAIN,1.00,"The program slice for DSpaceTokenStream.java is completely empty, making it impossible to evaluate t..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xml/xpath-injection,dspace-api/src/main/java/org/dspace/content/authority/DSpaceControlledVocabulary.java,168,FP,ABSTAIN,1.00,"The program slice for the sink location is missing, making it impossible to determine if the XPath e..."
DSpace__DSpace_CVE-2022-31195_5.10,java/maven/non-https-url,dspace/modules/xmlui-mirage2/pom.xml,331,FP,TP,1.00,The alert indicates use of an insecure protocol (http) for downloading artifacts from http://rubygem...
DSpace__DSpace_CVE-2022-31195_5.10,java/maven/non-https-url,pom.xml,1632,FP,TP,1.00,The alert indicates downloading artifacts over an insecure protocol (http). Given that the data flow...
vert-x3__vertx-web_CVE-2019-17640_3.9.3,java/weak-cryptographic-algorithm,vertx-web/src/main/java/io/vertx/ext/web/handler/impl/DigestAuthHandlerImpl.java,58,FP,ABSTAIN,1.00,"The program slice is empty, making it impossible to evaluate the claim or check preconditions...."
vert-x3__vertx-web_CVE-2019-17640_3.9.3,java/weak-cryptographic-algorithm,vertx-web/src/main/java/io/vertx/ext/web/handler/sockjs/impl/SockJSHandlerImpl.java,247,FP,ABSTAIN,1.00,"The program slice is not available, making it impossible to determine the exact usage of MD5 and whe..."
vert-x3__vertx-web_CVE-2019-17640_3.9.3,java/redos,vertx-web-api-contract/src/main/java/io/vertx/ext/web/api/validation/impl/RegularExpressions.java,8,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to evaluate the alert based on the provided..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/weak-cryptographic-algorithm,sshd-common/src/main/java/org/apache/sshd/common/cipher/BaseCipher.java,107,FP,TP,1.00,CodeQL alert indicates use of weak cryptographic algorithm ARCFOUR. Evidence shows ARCFOUR is used i...
apache__mina-sshd_CVE-2023-35887_2.9.2,java/weak-cryptographic-algorithm,sshd-common/src/main/java/org/apache/sshd/common/cipher/BaseRC4Cipher.java,47,FP,TP,1.00,CodeQL alerts that ARCFOUR is weak and should not be used. Evidence shows ARCFOUR is implemented in ...
apache__mina-sshd_CVE-2023-35887_2.9.2,java/weak-cryptographic-algorithm,sshd-contrib/src/main/java/org/apache/sshd/contrib/common/signature/LegacyDSASigner.java,61,FP,TP,1.00,"LegacySHA1withDSA is known to be weak and insecure. Despite missing code slice, the alert points dir..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,196,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to determine if the implicit cast is a vuln..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,197,FP,ABSTAIN,1.00,"The code slice is empty, making it impossible to evaluate the alert's validity...."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,198,FP,ABSTAIN,1.00,"The program slice is completely empty, making it impossible to evaluate the specific cast operation ..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,199,FP,ABSTAIN,1.00,"The code slice is empty and irrelevant, making it impossible to determine if the implicit cast is a ..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,200,FP,ABSTAIN,1.00,"The program slice could not be read, making it impossible to fully assess the data flow and determin..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/test/java/org/apache/sshd/common/cipher/BaseAuthenticatedCipherTest.java,58,FP,FP,1.00,"The alert is about an implicit cast from int to byte. Without the code slice, it's unclear if this c..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-core/src/main/java/org/apache/sshd/common/channel/ChannelOutputStream.java,194,FP,ABSTAIN,1.00,"The program slice could not be read, making it impossible to determine if the implicit cast is a sou..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-core/src/main/java/org/apache/sshd/common/channel/ChannelOutputStream.java,195,FP,ABSTAIN,1.00,"The code slice is empty, making it impossible to evaluate whether the implicit cast could lead to a ..."
dromara__hutool_CVE-2018-17297_4.1.11,java/unsafe-hostname-verification,hutool-http/src/main/java/cn/hutool/http/HttpConnection.java,578,FP,TP,1.00,The alert claims a hostname verifier always accepts any certificate. Given the lack of explicit path...
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-core/src/main/java/cn/hutool/core/lang/UUID.java,116,FP,ABSTAIN,1.00,"The code slice is completely empty and irrelevant to the alert, making it impossible to determine if..."
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/SecureUtil.java,93,FP,TP,1.00,"CodeQL alert flags weak cryptographic algorithms (HmacMD5, HmacSHA1, DES, DESede) which are indeed k..."
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/SecureUtil.java,122,FP,TP,1.00,The alert indicates the use of weak cryptographic algorithms (DES and DESede). The data flow traces ...
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/SecureUtil.java,187,FP,TP,1.00,The alert points out the use of weak cryptographic algorithms (DES and DESede) in multiple locations...
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/digest/Digester.java,53,FP,TP,1.00,"CodeQL flags MD5 as weak, and the data flow traces indicate MD5 is used in the DigestAlgorithm and D..."
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/digest/HMac.java,70,FP,TP,1.00,The alert indicates that HmacMD5 and HmacSHA1 are weak cryptographic algorithms. The evidence points...
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/symmetric/SymmetricCrypto.java,133,FP,TP,1.00,"CodeQL alert indicates weak cryptographic algorithms (DES, DESede) used, which is a known security r..."
dromara__hutool_CVE-2018-17297_4.1.11,java/insecure-cookie,hutool-extra/src/main/java/cn/hutool/extra/servlet/ServletUtil.java,376,FP,FP,1.00,"The alert is about a cookie being set without the 'secure' flag, but the program slice is unavailabl..."
dromara__hutool_CVE-2018-17297_4.1.11,java/insecure-cookie,hutool-extra/src/main/java/cn/hutool/extra/servlet/ServletUtil.java,387,FP,ABSTAIN,1.00,"The program slice is completely empty, making it impossible to make an educated guess about whether ..."
dromara__hutool_CVE-2018-17297_4.1.11,java/insecure-trustmanager,hutool-http/src/main/java/cn/hutool/http/ssl/SSLSocketFactoryBuilder.java,110,FP,TP,1.00,The alert indicates the use of a TrustManager that trusts any certificate. This is a critical securi...
dromara__hutool_CVE-2018-17297_4.1.11,java/zipslip,hutool-core/src/main/java/cn/hutool/core/util/ZipUtil.java,389,TP,TP,1.00,The alert indicates potential path traversal due to unsanitized archive entries. The data flow trace...
dromara__hutool_CVE-2018-17297_4.1.11,java/path-injection,hutool-core/src/main/java/cn/hutool/core/convert/impl/PathConverter.java,33,FP,FP,1.00,The data flow from ServletUtil.java to PathConverter.java involves user-provided values being conver...
dromara__hutool_CVE-2018-17297_4.1.11,java/xss,hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,173,FP,ABSTAIN,1.00,"The program slice is empty and the source file for the sink location could not be read, making it im..."
dromara__hutool_CVE-2018-17297_4.1.11,java/implicit-cast-in-compound-assignment,hutool-core/src/main/java/cn/hutool/core/date/DateUtil.java,1471,FP,ABSTAIN,1.00,"The program slice is empty, making it impossible to verify the alert's validity...."
apache__sling-org-apache-sling-servlets-resolver_CVE-2024-23673_2.10.0,java/xss,src/main/java/org/apache/sling/servlets/resolver/internal/console/WebConsolePlugin.java,138,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to determine if the data flow can be part o..."
codehaus-plexus__plexus-archiver_CVE-2018-1002200_3.5,java/concatenated-command-line,src/test/java/org/codehaus/plexus/archiver/tar/TarFileAttributesTest.java,99,FP,FP,1.00,The alert is about command line construction via string concatenation in a test file. Test code is n...
codehaus-plexus__plexus-archiver_CVE-2018-1002200_3.5,java/concatenated-command-line,src/test/java/org/codehaus/plexus/archiver/tar/TarFileAttributesTest.java,173,FP,ABSTAIN,1.00,"The code slice is completely empty, making it impossible to determine whether the alert is a true or..."
