Project,Alert ID,File,Line,Ground Truth,EVICT Prediction,Confidence,Rationale
DSpace__DSpace_CVE-2022-31195_5.10,java/unvalidated-url-redirection,dspace-api/src/main/java/org/dspace/rdf/negotiation/Negotiator.java,277,FP,TP,1.00,Analyzer claims untrusted URL redirection. Source is user-controlled input (likely HTTP headers/para...
DSpace__DSpace_CVE-2022-31195_5.10,java/unvalidated-url-redirection,dspace-api/src/main/java/org/dspace/rdf/negotiation/Negotiator.java,307,FP,TP,1.00,Analyzer claims user input redirects. Evidence shows data from Negotiator.java:307 (sink) flows from...
DSpace__DSpace_CVE-2022-31195_5.10,java/unvalidated-url-redirection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/ControlledVocabularyServlet.java,53,FP,ABSTAIN,1.00,"Code slice missing, cannot analyze data flow or context. Alert claims untrusted URL redirection, but..."
DSpace__DSpace_CVE-2022-31195_5.10,java/unvalidated-url-redirection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SearchResultLogServlet.java,71,FP,TP,1.00,Analyzer claims untrusted URL redirect from user input. Evidence shows data flow from a source at li...
DSpace__DSpace_CVE-2022-31195_5.10,java/unvalidated-url-redirection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/VersionHistoryServlet.java,112,FP,TP,1.00,Analyzer claims untrusted URL redirection via user input. Evidence shows user input from `Util.java`...
DSpace__DSpace_CVE-2022-31195_5.10,java/unvalidated-url-redirection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/admin/MetadataFieldRegistryServlet.java,211,FP,TP,1.00,Analyzer claims untrusted URL redirect. Evidence shows user input at line 186 flows to line 211. No ...
DSpace__DSpace_CVE-2022-31195_5.10,java/unvalidated-url-redirection,dspace-xmlui/src/main/java/org/dspace/app/xmlui/aspect/eperson/LoginRedirect.java,84,FP,TP,1.00,Analyzer claims untrusted URL redirection. Evidence shows data flow from line 83 (likely user input)...
DSpace__DSpace_CVE-2022-31195_5.10,java/unvalidated-url-redirection,dspace-xmlui/src/main/java/org/dspace/app/xmlui/cocoon/DSpaceCocoonServletFilter.java,258,FP,TP,1.00,"Analyzer claims untrusted URL redirection. Source is user-provided value, sink is redirection. No co..."
DSpace__DSpace_CVE-2022-31195_5.10,java/unvalidated-url-redirection,dspace-xmlui/src/main/java/org/dspace/app/xmlui/cocoon/DSpaceCocoonServletFilter.java,270,FP,TP,1.00,Analyzer claims untrusted URL redirection. Evidence shows user-controlled data (source) flows to a r...
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-api/src/main/java/org/dspace/rdf/negotiation/Negotiator.java,277,FP,TP,1.00,Analyzer claims user input to header causes response splitting. Evidence shows user input flowing to...
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-api/src/main/java/org/dspace/rdf/negotiation/Negotiator.java,307,FP,TP,1.00,Analyzer claims user input to header causes response splitting. Evidence shows user input (likely fr...
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/ItemExportArchiveServlet.java,96,FP,TP,1.00,Analyzer claims user input in header leads to response splitting. Evidence shows data flow from line...
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/MetadataExportServlet.java,92,FP,TP,1.00,Analyzer claims user-controlled input in header leads to response splitting. Evidence shows data flo...
DSpace__DSpace_CVE-2022-31195_5.10,java/http-response-splitting,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/MyDSpaceServlet.java,727,FP,TP,1.00,Analyzer claims user input (source at 702) influences HTTP header (sink at 727) without sanitization...
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/checker/CheckerCommand.java,197,FP,TP,1.00,"Analyzer claims MD5, a weak crypto algorithm, is used. Evidence shows MD5 usage from source (line 43..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/core/Utils.java,129,FP,TP,1.00,"Analyzer claims MD5 usage. Evidence points to MD5 in Utils.java. No path constraints, flow partial, ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/eperson/PasswordHash.java,260,FP,TP,1.00,Analyzer claims MD5 is weak/unsafe. Evidence points to MD5 usage at PasswordHash.java:260. Lack of p...
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/storage/bitstore/BitstreamStorageManager.java,309,FP,TP,1.00,Analyzer claims MD5 weak. Evidence points to MD5 usage at `BitstreamStorageManager.java:309`. No pat...
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/storage/bitstore/BitstreamStorageManager.java,414,FP,TP,1.00,Analyzer claims MD5 weak. Evidence shows MD5 usage at `BitstreamStorageManager.java:414`. No path co...
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-api/src/main/java/org/dspace/storage/bitstore/BitstreamStorageManager.java,457,FP,TP,1.00,Analyzer claim: MD5 crypto algorithm used. Preconditions: MD5 use in security context (hashing for i...
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-sword/src/main/java/org/purl/sword/base/ChecksumUtils.java,63,FP,ABSTAIN,1.00,"Error calling gemini: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently e..."
DSpace__DSpace_CVE-2022-31195_5.10,java/weak-cryptographic-algorithm,dspace-sword/src/main/java/org/purl/sword/base/ChecksumUtils.java,123,FP,TP,1.00,Analyzer claims MD5 is weak/unsafe. Evidence points to MD5 usage at line 123 in ChecksumUtils.java. ...
DSpace__DSpace_CVE-2022-31195_5.10,java/ssrf,dspace-sword/src/main/java/org/purl/sword/client/Client.java,255,FP,TP,1.00,Analyzer claims SSRF. User input flows from ServletClient to Client. No path constraints mean input ...
DSpace__DSpace_CVE-2022-31195_5.10,java/tainted-format-string,dspace-api/src/main/java/org/dspace/content/LicenseUtils.java,89,FP,TP,1.00,Analyzer claims format string uses user input. Evidence shows user input flows to LicenseUtils.java:...
DSpace__DSpace_CVE-2022-31195_5.10,java/regex-injection,dspace-jspui/src/main/java/org/dspace/app/webui/handle/HandleJSONResolver.java,36,FP,TP,1.00,Analyzer claims regex built from user input. Evidence shows user input flowing into regex constructi...
DSpace__DSpace_CVE-2022-31195_5.10,java/polynomial-redos,dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java,2071,FP,TP,1.00,Analyzer claims regex with user input vulnerable to ReDoS. Evidence shows user input flowing to a re...
DSpace__DSpace_CVE-2022-31195_5.10,java/polynomial-redos,dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java,2089,FP,TP,1.00,"Analyzer claims regex depends on user input, susceptible to ReDoS. Evidence shows user input flows t..."
DSpace__DSpace_CVE-2022-31195_5.10,java/polynomial-redos,dspace-jspui/src/main/java/org/dspace/app/webui/discovery/DiscoverUtility.java,437,FP,TP,1.00,1. Claim: User input (source) may cause regex denial-of-service (sink) via crafted strings. 2. Preco...
DSpace__DSpace_CVE-2022-31195_5.10,java/zipslip,dspace-api/src/main/java/org/dspace/app/itemimport/ItemImport.java,2078,TP,TP,1.00,"Analyzer claims unsanitized archive entry used in file op. Evidence shows source/sink at same line, ..."
DSpace__DSpace_CVE-2022-31195_5.10,java/zipslip,dspace-api/src/main/java/org/dspace/app/itemimport/ItemImport.java,2065,TP,TP,1.00,Analyzer claims unsanitized archive entry ('..') used in file op. Evidence shows data flow from arch...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemexport/ItemExport.java,1151,FP,TP,1.00,Analyzer claims user input reaches sensitive operation (sink). Evidence shows data from a web reques...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemexport/ItemExport.java,1155,FP,TP,1.00,Analyzer claims user input reaches sensitive sink (ItemExport.java:1155). Evidence shows flow from u...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemexport/ItemExport.java,1174,FP,TP,1.00,Analyzer claims user input reaches sensitive sink. Evidence shows flow from `ItemExportArchiveServle...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemexport/ItemExport.java,1193,FP,TP,1.00,CodeQL alert: user input reaches sink. Evidence shows user input from ItemExportArchiveServlet (sour...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemimport/ItemImport.java,1003,FP,TP,1.00,Analyzer claims user input reaches ItemImport.java:1003. Evidence shows data flows from MyDSpaceServ...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/app/itemimport/ItemImport.java,2443,FP,TP,1.00,Analyzer claims user input reaches `ItemImport.java:2443`. Evidence shows data flow from `MyDSpaceSe...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/core/ConfigurationManager.java,529,FP,TP,1.00,Analyzer claims user input reaches configuration manager. Evidence shows taint flow from user-input-...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/core/ConfigurationManager.java,541,FP,TP,1.00,Analyzer claims user input reaches ConfigurationManager.java:541. Evidence shows user input from Cur...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/core/NewsManager.java,58,FP,TP,1.00,CodeQL claims user input reaches NewsManager.java:58. Evidence shows flow from NewsEditServlet.java:...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-api/src/main/java/org/dspace/core/NewsManager.java,102,FP,TP,1.00,CodeQL claims user input reaches `NewsManager.java:102`. Evidence shows flow from `NewsEditServlet.j...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/MyDSpaceServlet.java,717,FP,FP,1.00,Analyzer claim: User input reaches sink. Preconditions: User input used in sensitive operation. Evid...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/MyDSpaceServlet.java,730,FP,FP,1.00,Analyzer claims user input reaches sink. Evidence shows data flow from line 702 to 730. No path cons...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SitemapServlet.java,82,FP,TP,1.00,Analyzer claims user input reaches sink. Evidence shows flow from line 69 (likely user input source)...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SitemapServlet.java,111,FP,TP,1.00,Analyzer claims user input reaches sink. Evidence shows data flow from line 69 (source) to 111 (sink...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,284,FP,TP,1.00,Analyzer claims user input reaches sink. Evidence shows data flow from source (1701) to sink (284) v...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1590,FP,ABSTAIN,1.00,Code slice empty. Cannot analyze taint flow....
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1599,FP,TP,1.00,Analyzer claims user input reaches sink. Evidence shows data flow from source (1583) to sink (1599) ...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1706,FP,ABSTAIN,1.00,"Code slice empty. Cannot analyze flow. Analyzer claims unknown type, missing constraints, and partia..."
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1711,FP,ABSTAIN,1.00,Code slice empty. Cannot analyze data flow....
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-jspui/src/main/java/org/dspace/app/webui/servlet/SubmissionController.java,1712,FP,TP,1.00,Analyzer claims user input reaches sink. Evidence shows flow from line 1701 to 1712. Constraints mis...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-sword/src/main/java/org/dspace/sword/DepositManager.java,267,FP,TP,1.00,Analyzer claims user input reaches sink without sanitization. Evidence shows data flow from `Deposit...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-sword/src/main/java/org/dspace/sword/DepositManager.java,268,FP,FP,1.00,Alert claims user-controlled value flows to sink. Evidence shows flow from `DepositServlet` (likely ...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-sword/src/main/java/org/dspace/sword/DepositManager.java,271,FP,TP,1.00,CodeQL claims user input (source: DepositServlet.java:402) flows to a sensitive operation (sink: Dep...
DSpace__DSpace_CVE-2022-31195_5.10,java/path-injection,dspace-sword/src/main/java/org/dspace/sword/DepositManager.java,277,FP,TP,1.00,Analyzer claims user input reaches a sensitive sink without sanitization. Evidence shows a flow from...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/app/sherpa/SHERPAResponse.java,55,FP,ABSTAIN,1.00,"Error calling gemini: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently e..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/authority/orcid/xml/Converter.java,39,FP,TP,1.00,Analyzer claims unchecked XML external entity expansion. Evidence shows user-controlled input (sourc...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/content/authority/LCNameAuthority.java,180,FP,TP,1.00,Analyzer claims XML parsing uses user input without entity expansion protection. Evidence points to ...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/content/authority/SHERPARoMEOProtocol.java,116,FP,TP,1.00,Analyzer claims XML parse vulnerable to external entity expansion. Evidence points to user-provided ...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/content/packager/METSManifest.java,708,FP,TP,1.00,Analyzer claims XML parsing uses user input without external entity protection. Evidence shows data ...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/ctask/general/MetadataWebService.java,272,FP,TP,1.00,Analyzer claims XML parsing uses user input without external entity expansion protection. Evidence s...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/license/CCLookup.java,196,FP,TP,1.00,Analyzer claims XML parsing vulnerable to XXE via user input. Evidence shows user input flows to XML...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/license/CCLookup.java,306,FP,TP,1.00,Analyzer claims insecure XML parsing. Evidence shows user input flows to XML parsing without sanitiz...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/license/CCLookup.java,354,FP,TP,1.00,"Claim: XML parse uses user input, vulnerable to XXE. Preconditions: XML parser, user input, no exter..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/ArXivService.java,130,FP,TP,1.00,Analyzer claims XML parsing uses user input without external entity protection. Evidence points to u...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/CiNiiService.java,112,FP,TP,1.00,Analyzer claims XML parsing vulnerable to external entity expansion. Evidence points to user-provide...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/CiNiiService.java,192,FP,TP,1.00,Analyzer claims XML parsing uses user input without external entity expansion protection. Evidence p...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/CrossRefService.java,117,FP,TP,1.00,Analyzer claims XML parsing uses user input without external entity expansion protection. Evidence p...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/PubmedService.java,140,FP,TP,1.00,Analyzer claims XML parsing vulnerable to external entities via user input. Evidence points to user ...
DSpace__DSpace_CVE-2022-31195_5.10,java/xxe,dspace-api/src/main/java/org/dspace/submit/lookup/PubmedService.java,259,FP,TP,1.00,Analyzer claims XML parsing uses user input unsafely. Evidence points to code at line 259 processing...
DSpace__DSpace_CVE-2022-31195_5.10,java/tainted-numeric-cast,dspace-xmlui/src/main/java/org/dspace/app/xmlui/cocoon/servlet/multipart/DSpaceTokenStream.java,133,FP,TP,1.00,Analyzer claims user input cast to narrower type may truncate. Evidence shows data flows from DSpace...
DSpace__DSpace_CVE-2022-31195_5.10,java/tainted-numeric-cast,dspace-xmlui/src/main/java/org/dspace/app/xmlui/cocoon/servlet/multipart/DSpaceTokenStream.java,148,FP,ABSTAIN,1.00,"Error calling gemini: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently e..."
DSpace__DSpace_CVE-2022-31195_5.10,java/xml/xpath-injection,dspace-api/src/main/java/org/dspace/content/authority/DSpaceControlledVocabulary.java,168,FP,ABSTAIN,1.00,"Error calling gemini: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently e..."
DSpace__DSpace_CVE-2022-31195_5.10,java/maven/non-https-url,dspace/modules/xmlui-mirage2/pom.xml,331,FP,TP,1.00,Analyzer claims artifact download/upload via insecure protocol (HTTP). Evidence points to 'rubygems-...
DSpace__DSpace_CVE-2022-31195_5.10,java/maven/non-https-url,pom.xml,1632,FP,TP,1.00,Analyzer claims insecure protocol download/upload from http://maven.restlet.org. Evidence points to ...
vert-x3__vertx-web_CVE-2019-17640_3.9.3,java/weak-cryptographic-algorithm,vertx-web/src/main/java/io/vertx/ext/web/handler/impl/DigestAuthHandlerImpl.java,58,FP,TP,1.00,Analyzer claims MD5 use is a vulnerability. Evidence points to MD5 use in DigestAuthHandlerImpl. Cod...
vert-x3__vertx-web_CVE-2019-17640_3.9.3,java/weak-cryptographic-algorithm,vertx-web/src/main/java/io/vertx/ext/web/handler/sockjs/impl/SockJSHandlerImpl.java,247,FP,TP,1.00,Analyzer claims MD5 use is weak. Evidence points to MD5 usage at line 247. No path constraints mean ...
vert-x3__vertx-web_CVE-2019-17640_3.9.3,java/redos,vertx-web-api-contract/src/main/java/io/vertx/ext/web/api/validation/impl/RegularExpressions.java,8,FP,TP,1.00,"Alert: Regex exponential backtracking. Evidence: Location 8, regex. Preconditions: Regex vulnerable ..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/weak-cryptographic-algorithm,sshd-common/src/main/java/org/apache/sshd/common/cipher/BaseCipher.java,107,FP,TP,1.00,"Analyzer claims RC4, a weak crypto, used. Evidence shows RC4 used in `BaseRC4Cipher` (source) and re..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/weak-cryptographic-algorithm,sshd-common/src/main/java/org/apache/sshd/common/cipher/BaseRC4Cipher.java,47,FP,TP,1.00,"Analyzer claims ARCFOUR is weak. Evidence shows ARCFOUR usage in BaseRC4Cipher.java, called from var..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/weak-cryptographic-algorithm,sshd-contrib/src/main/java/org/apache/sshd/contrib/common/signature/LegacyDSASigner.java,61,FP,TP,1.00,Analyzer claims LegacySHA1withDSA is weak. Evidence shows code using LegacyDSASigner at specified lo...
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,196,FP,TP,1.00,Analyzer claims implicit cast long to int. Evidence points to a `long` being assigned to an `int` at...
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,197,FP,FP,1.00,Analyzer claims implicit `long` to `int` cast. Evidence shows cast at line 197. Program slice empty....
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,198,FP,FP,1.00,Analyzer claims implicit `long` to `int` cast. Evidence shows cast at line 198. Program slice is emp...
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,199,FP,FP,1.00,Claim: Implicit long to int cast. Evidence: Source/sink line 199. Slice: Empty. No path constraints....
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/main/java/org/apache/sshd/common/mac/Poly1305Mac.java,200,FP,TP,1.00,Analyzer claims implicit `long` to `int` cast. Evidence points to `Poly1305Mac.java:200`. This cast ...
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-common/src/test/java/org/apache/sshd/common/cipher/BaseAuthenticatedCipherTest.java,58,FP,FP,1.00,"Analyzer claims implicit int to byte cast. Evidence points to a test file. No path constraints, flow..."
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-core/src/main/java/org/apache/sshd/common/channel/ChannelOutputStream.java,194,FP,FP,1.00,Analyzer claims implicit long-to-int cast. Evidence points to ChannelOutputStream.java:194. No path ...
apache__mina-sshd_CVE-2023-35887_2.9.2,java/implicit-cast-in-compound-assignment,sshd-core/src/main/java/org/apache/sshd/common/channel/ChannelOutputStream.java,195,FP,TP,1.00,Analyzer claims implicit cast from long to int. Evidence points to ChannelOutputStream.java:195. Mis...
dromara__hutool_CVE-2018-17297_4.1.11,java/unsafe-hostname-verification,hutool-http/src/main/java/cn/hutool/http/HttpConnection.java,578,FP,TP,1.00,Analyzer claims hostname verifier always accepts any cert. Evidence points to `HttpConnection.java:5...
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-core/src/main/java/cn/hutool/core/lang/UUID.java,116,FP,TP,1.00,Analyzer claims MD5 is weak. Evidence points to MD5 usage at UUID.java:116. No path constraints mean...
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/SecureUtil.java,93,FP,TP,1.00,"Analyzer claims weak crypto algorithms (MD5, SHA1, DES, DESede) used. Evidence shows these algorithm..."
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/SecureUtil.java,122,FP,TP,1.00,Analyzer claims DES/DESede usage. Evidence shows DES/DESede instantiation at sink. Weak crypto usage...
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/SecureUtil.java,187,FP,TP,1.00,"Analyzer claims DES/DESede weak crypto. Evidence shows DES/DESede usage in SecureUtil.java, called f..."
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/digest/Digester.java,53,FP,TP,1.00,Analyzer claims MD5 crypto alg is weak. Evidence traces MD5 (source) through code to Digester.java:5...
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/digest/HMac.java,70,FP,TP,1.00,Analyzer claims HmacMD5/SHA1 weak. Evidence shows HmacAlgorithm enum constants for these weak algori...
dromara__hutool_CVE-2018-17297_4.1.11,java/weak-cryptographic-algorithm,hutool-crypto/src/main/java/cn/hutool/crypto/symmetric/SymmetricCrypto.java,133,FP,TP,1.00,"Analyzer claims DES, DES/{} etc. weak. Evidence shows `SymmetricCrypto.java` at line 133 uses `DES.j..."
dromara__hutool_CVE-2018-17297_4.1.11,java/insecure-cookie,hutool-extra/src/main/java/cn/hutool/extra/servlet/ServletUtil.java,376,FP,TP,1.00,"Analyzer claims: cookie set without 'secure' flag. Preconditions: cookie set, 'secure' flag absent. ..."
dromara__hutool_CVE-2018-17297_4.1.11,java/insecure-cookie,hutool-extra/src/main/java/cn/hutool/extra/servlet/ServletUtil.java,387,FP,TP,1.00,Analyzer claims cookie lacks 'secure' flag. Evidence points to cookie addition. Preconditions: cooki...
dromara__hutool_CVE-2018-17297_4.1.11,java/insecure-trustmanager,hutool-http/src/main/java/cn/hutool/http/ssl/SSLSocketFactoryBuilder.java,110,FP,TP,1.00,Analyzer claims `TrustManager` trusts any certificate. Evidence shows data flow from `SSLSocketFacto...
dromara__hutool_CVE-2018-17297_4.1.11,java/zipslip,hutool-core/src/main/java/cn/hutool/core/util/ZipUtil.java,389,TP,TP,1.00,Analyzer claims unsanitized archive entry with '..' used in filesystem op. Evidence shows data flow ...
dromara__hutool_CVE-2018-17297_4.1.11,java/path-injection,hutool-core/src/main/java/cn/hutool/core/convert/impl/PathConverter.java,33,FP,TP,1.00,Analyzer claims user input reaches `PathConverter`. Evidence shows `ServletUtil` (likely handles use...
dromara__hutool_CVE-2018-17297_4.1.11,java/xss,hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,173,FP,TP,1.00,Analyzer claims XSS. Source (ServletUtil.java:102) likely takes user input. Sink (IoUtil.java:173) l...
